StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,ResponseId,UserLanguage,RecordedDate,curso,escolaridade,área_estudo,renda,verif_contrato_2,idade,renda_e_pessoas,contrato_AB,contrato_CD,contrato_EF,poltrona_venda_reais,poltrona_compra_reai,poltrona_venda_porce,Q30,verif_poltrona,verif_casa
2022-02-22 09:46:20,2022-02-22 09:59:37,IP Address,100,796,True,R_3ikzyhhbwDRcZwk,PT-BR,2022-02-22 09:59:37,Direito,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,41,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-02-22 09:51:02,2022-02-22 10:04:48,IP Address,100,825,True,R_9uiLQvCsyz2x0Kl,PT-BR,2022-02-22 10:04:48,"Direito, História, Contabilidade ",Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,52,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-02-22 10:08:26,2022-02-22 10:14:07,IP Address,100,341,True,R_2QXvhgJMV2rgxcU,PT-BR,2022-02-22 10:14:08,"Psicologia ",Superior (incompleto),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,21,1,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Menos suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-02-15 10:11:25,2022-02-15 10:26:29,IP Address,87,904,False,R_3DoQsYuGJs9aidf,PT-BR,2022-02-22 10:26:32,Direito,Superior (completo),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,24,2,,,,Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-02-22 11:09:35,2022-02-22 11:19:35,IP Address,100,600,True,R_plWVWJLpRwhmTD3,PT-BR,2022-02-22 11:19:36,Ciência da Computação,Superior (incompleto),Exatas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",Não sei,21,6 ou mais,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,,Mais suscetível,Igual,Aumentou,2 anos
2022-02-22 11:23:18,2022-02-22 11:36:11,IP Address,100,773,True,R_2pPurQjwXkNpcIp,PT-BR,2022-02-22 11:36:12,Medicina,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,23,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Igual,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-02-22 06:51:50,2022-02-22 12:13:44,IP Address,100,19313,True,R_2Va9GcmvTGCNJad,PT-BR,2022-02-22 12:13:44,Medicina,Superior (incompleto),Saúde,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",30%,22,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Mais suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-02-22 11:25:52,2022-02-22 12:55:40,IP Address,100,5388,True,R_27Pd9mRLGRzFwBm,PT-BR,2022-02-22 12:55:41,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,22,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Igual,Aumentou,1 ano
2022-02-22 05:38:23,2022-02-22 16:36:01,IP Address,100,39458,True,R_3j0aDp05zrgKyoJ,PT-BR,2022-02-22 16:36:02,"Publicidade e Propaganda ",Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,22,5,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Igual,Menos suscetível,,,Aumentou,1 ano
2022-02-15 18:28:43,2022-02-15 18:41:57,IP Address,57,793,False,R_2uZEiw4gMDyQzde,PT-BR,2022-02-22 18:42:21,,Ensino Médio (completo),Não cursei,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",,52,3,,,,,,,,,
2022-02-15 19:11:08,2022-02-15 19:17:06,IP Address,97,357,False,R_1KsbDB5sfBjGXvb,PT-BR,2022-02-22 19:17:08,"Medicina ",Superior (incompleto),Biológicas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,22,3,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Menos suscetível,Menos suscetível,,,Não sei,1 ano
2022-02-23 06:44:47,2022-02-23 06:58:09,IP Address,100,801,True,R_3J5bqrEJe7fyrdN,PT-BR,2022-02-23 06:58:10,Ciências Biomédicas,Pós graduação (incompleta),Biológicas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,24,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Menos suscetível,Igual,,,Aumentou,Não sei
2022-02-23 10:15:10,2022-02-23 10:36:18,IP Address,100,1267,True,R_2pVkUj6TkgORMqP,PT-BR,2022-02-23 10:36:18,Psicologia,Superior (incompleto),Biológicas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,21,4,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Igual,Menos suscetível,Permaneceu o mesmo,1 ano
2022-02-23 12:40:53,2022-02-23 12:50:55,IP Address,100,602,True,R_2veVasFr52BU9uy,PT-BR,2022-02-23 12:50:56,"Medicina Veterinária ",Superior (incompleto),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,22,3,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Menos suscetível,Menos suscetível,,,Aumentou,1 ano
2022-02-23 13:37:12,2022-02-23 13:52:14,IP Address,100,901,True,R_ZypqhNAbpClca9H,PT-BR,2022-02-23 13:52:14,Medicina,Superior (incompleto),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,22,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Mais suscetível,Menos suscetível,Permaneceu o mesmo,1 ano
2022-02-23 18:11:16,2022-02-23 18:22:15,IP Address,100,659,True,R_XSvWnCFRKdzK29r,PT-BR,2022-02-23 18:22:17,Moda,Superior (completo),Artes,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,24,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Aumentou,1 ano
2022-02-23 19:12:05,2022-02-23 19:27:36,IP Address,100,931,True,R_2VOO9IyJYW7SJF9,PT-BR,2022-02-23 19:27:37,Eng. Mecânica,Superior (completo),Exatas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,35,1,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-02-22 17:17:56,2022-02-23 19:53:15,IP Address,100,95719,True,R_3hc0n72gzLIvj80,PT-BR,2022-02-23 19:53:16,Arquitetura,Ensino Médio (completo),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",10%,20,4,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Igual,Igual,,,Aumentou,1 ano
2022-02-24 05:20:51,2022-02-24 05:37:13,IP Address,100,981,True,R_1fjewZhIGU4xxYw,PT-BR,2022-02-24 05:37:13,"Analise de sistemas e economia  ",Pós graduação (completa),Exatas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",Não sei,55,2,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Igual,Menos suscetível,Aumentou,1 ano
2022-02-24 10:38:48,2022-02-24 11:03:27,IP Address,100,1479,True,R_tT0I3DDOlD3Z72N,PT-BR,2022-02-24 11:03:28,psicologia,Ensino Médio (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,22,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-02-17 12:43:50,2022-02-17 12:55:38,IP Address,97,708,False,R_2rTxYDaecmxVaRk,PT-BR,2022-02-24 12:55:38,Administração,Superior (incompleto),Humanas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",10%,24,1,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-02-24 15:18:07,2022-02-24 15:24:21,IP Address,100,373,True,R_1NDfzpkZZMXAtFO,PT-BR,2022-02-24 15:24:21,Psicologia,Pós graduação (completa),Biológicas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",30%,66,1,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-02-17 15:31:30,2022-02-17 15:31:37,IP Address,3,6,False,R_2taLCEsqo6cnhZv,PT-BR,2022-02-24 15:32:15,,,,,,,,,,,,,,,,
2022-02-24 15:33:04,2022-02-24 15:36:53,IP Address,100,229,True,R_1jjNJM2Csd3y8C0,PT-BR,2022-02-24 15:36:54,"Psicologia ",Superior (incompleto),Humanas,Até 1 salário mínimo (R$ 1045),Não sei,21,1,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Menos suscetível,Menos suscetível,,,Aumentou,Não sei
2022-02-17 16:46:49,2022-02-17 16:51:44,IP Address,53,295,False,R_1jDq50eYoaFtNhv,PT-BR,2022-02-24 16:51:46,Engenharia Civil,Superior (incompleto),Exatas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",,23,5,,,,,,,,,
2022-02-21 10:12:46,2022-02-21 10:14:46,IP Address,50,119,False,R_1FrZYzGtREqsGG4,PT-BR,2022-02-28 10:14:54,"Jornalismo ",Superior (incompleto),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",,21,2,,,,,,,,,
2022-02-22 05:38:13,2022-02-22 05:38:23,IP Address,3,9,False,R_2fdGmrGTuz88iCl,PT-BR,2022-03-01 05:38:31,,,,,,,,,,,,,,,,
2022-02-22 05:52:57,2022-02-22 05:53:42,IP Address,23,44,False,R_BLZevK50662SAjn,PT-BR,2022-03-01 05:53:50,,Superior (completo),,,,22,,,,,,,,,,
2022-02-22 05:38:45,2022-02-22 06:01:37,IP Address,10,1372,False,R_3kA1vOI2BYwVi0N,PT-BR,2022-03-01 06:01:39,,,,,,,,,,,,,,,,
2022-02-22 06:03:53,2022-02-22 06:04:33,IP Address,3,40,False,R_DMC0BtS7rddx249,PT-BR,2022-03-01 06:04:37,,,,,,,,,,,,,,,,
2022-02-22 06:10:21,2022-02-22 06:16:08,IP Address,97,347,False,R_2eV8bdYHoDuURCc,PT-BR,2022-03-01 06:16:13,Psicologia,Ensino Médio (completo),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,21,5,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Igual,Igual,Aumentou,1 ano
2022-02-22 06:42:56,2022-02-22 06:46:21,IP Address,57,204,False,R_1jZAX6Xb2BzYDij,PT-BR,2022-03-01 06:46:22,,Ensino Fundamental (incompleto),Não cursei,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",,39,3,,,,,,,,,
2022-02-22 07:00:50,2022-02-22 07:08:54,IP Address,53,483,False,R_7amqTmF0BU5GTm1,PT-BR,2022-03-01 07:09:07,Medicina,Superior (completo),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,29,5,,,,,,,,,
2022-02-22 07:07:49,2022-02-22 07:17:05,IP Address,97,556,False,R_3lWWN7J6ZRGCmdt,PT-BR,2022-03-01 07:17:08,"Engenharia da Informação ",Superior (incompleto),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,24,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Aumentou,1 ano
2022-02-22 07:24:17,2022-02-22 07:25:27,IP Address,3,69,False,R_2D61JKFMbTv3NjF,PT-BR,2022-03-01 07:25:34,,,,,,,,,,,,,,,,
2022-02-22 08:14:51,2022-02-22 08:15:43,IP Address,7,52,False,R_ZxW3jt0zAvMsfXH,PT-BR,2022-03-01 08:15:48,,,,,,,,,,,,,,,,
2022-02-22 08:29:15,2022-02-22 08:29:31,IP Address,3,16,False,R_3KoWf7ViOwqxCqq,PT-BR,2022-03-01 08:29:36,,,,,,,,,,,,,,,,
2022-02-22 08:29:47,2022-02-22 08:31:27,IP Address,23,99,False,R_1QDR28h0TUM6Ne3,PT-BR,2022-03-01 08:31:27,,Ensino Médio (incompleto),,,,18,,,,,,,,,,
2022-02-22 10:42:41,2022-02-22 10:45:38,IP Address,50,177,False,R_OkjNwPApuPrcgKt,PT-BR,2022-03-01 10:45:39,"Engenharia Química ",Ensino Médio (incompleto),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,18,5,,,,,,,,,
2022-02-22 11:26:37,2022-02-22 11:30:12,IP Address,57,215,False,R_8iu5BlhYeYlipyh,PT-BR,2022-03-01 11:30:20,Direito,Pós graduação (completa),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,27,1,,,,,,,,,
2022-02-22 11:33:41,2022-02-22 11:42:01,IP Address,97,500,False,R_2fiz6MgURtaErFD,PT-BR,2022-03-01 11:42:07,Arquitetura,Superior (incompleto),Exatas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,22,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Aumentou,Não sei
2022-02-22 12:57:58,2022-02-22 13:04:03,IP Address,53,364,False,R_25tEV7kqJOG9t9I,PT-BR,2022-03-01 13:06:34,"Fisica ",Superior (completo),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,57,4,,,,,,,,,
2022-02-22 13:55:56,2022-02-22 14:00:50,IP Address,57,293,False,R_33845nBsadQQ7Ik,PT-BR,2022-03-01 14:00:52,Teatro,Superior (completo),Artes,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,25,3,,,,,,,,,
2022-02-22 13:46:01,2022-02-22 14:10:28,IP Address,57,1467,False,R_0oHC1kGyyXIkTm1,PT-BR,2022-03-01 14:10:33,,Superior (incompleto),Não cursei,Nenhuma,,58,1,,,,,,,,,
2022-02-22 14:22:25,2022-02-22 14:25:16,IP Address,57,171,False,R_2z7k8G8Y5ILbUz1,PT-BR,2022-03-01 14:25:19,"Nutrição ",Superior (incompleto),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,21,3,,,,,,,,,
2022-02-22 14:11:17,2022-02-22 14:16:53,IP Address,57,335,False,R_26aagzduEtzHfHv,PT-BR,2022-03-01 17:37:51,"Medicina veterinária ",Ensino Médio (completo),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,22,4,,,,,,,,,
2022-02-22 17:45:37,2022-02-22 18:04:22,IP Address,97,1125,False,R_qV0kVWxaMG5diuZ,PT-BR,2022-03-01 18:04:28,Administração,Pós graduação (completa),Exatas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",Não sei,28,1,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,,Igual,Menos suscetível,Permaneceu o mesmo,Não sei
2022-02-22 20:36:49,2022-02-22 20:44:45,IP Address,97,475,False,R_1FEbxYvmYiIvObI,PT-BR,2022-03-01 20:44:45,"Obstetrícia ",Superior (incompleto),Biológicas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,22,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-02-22 16:35:33,2022-02-22 16:59:49,IP Address,97,1455,False,R_1q2uZb8IcMO2FgU,PT-BR,2022-03-01 21:23:33,,Ensino Médio (completo),Não cursei,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,54,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Menos suscetível,Menos suscetível,,,Aumentou,1 ano
2022-02-22 18:07:10,2022-02-22 18:58:35,IP Address,53,3084,False,R_3iL7CqDUSI3UG3i,PT-BR,2022-03-01 23:34:30,Letras,Superior (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,21,3,,,,,,,,,
2022-02-23 07:28:42,2022-02-23 07:29:27,IP Address,3,44,False,R_2y2EoOPVW00Mv5u,PT-BR,2022-03-02 07:39:19,,,,,,,,,,,,,,,,
2022-02-23 10:33:37,2022-02-23 10:35:45,IP Address,57,127,False,R_1mxDo8rPN9k6fk8,PT-BR,2022-03-02 10:35:45,"Psicologia ",Superior (incompleto),Saúde,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",,21,6 ou mais,,,,,,,,,
2022-02-23 11:06:14,2022-02-23 11:09:47,IP Address,57,212,False,R_O3HeHCJEP8PhGql,PT-BR,2022-03-02 11:09:55,Design Digital,Superior (completo),Artes,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",,25,6 ou mais,,,,,,,,,
2022-02-23 10:19:39,2022-02-23 10:19:52,IP Address,3,12,False,R_tYXIrcfs6Ft1Cb7,PT-BR,2022-03-02 11:24:08,,,,,,,,,,,,,,,,
2022-02-23 13:59:29,2022-02-23 14:20:35,IP Address,23,1265,False,R_1nNGhCqm3Ztwwoo,PT-BR,2022-03-02 14:20:41,,Superior (incompleto),,,,22,,,,,,,,,,
2022-03-02 14:28:48,2022-03-02 14:55:42,IP Address,100,1614,True,R_2qeMiTJpwQjdKk0,PT-BR,2022-03-02 14:55:43,Sociologia,Superior (incompleto),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,61,4,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,Igual,Menos suscetível,,,Não sei,1 ano
2022-02-23 17:06:20,2022-02-23 17:09:18,IP Address,53,178,False,R_2OHesgj90tGH0RN,PT-BR,2022-03-02 17:09:24,Direito,Superior (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,22,3,,,,,,,,,
2022-02-23 20:14:56,2022-02-23 20:21:26,IP Address,57,390,False,R_1gIvPC92gKQuQX1,PT-BR,2022-03-02 20:21:29,Ciências Biológicas,Superior (completo),Biológicas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,58,1,,,,,,,,,
2022-02-24 06:36:04,2022-02-24 08:35:54,IP Address,57,7189,False,R_Y3Lr3FuV6Oygb7P,PT-BR,2022-03-03 08:35:58,Tecnologia em Processamento de Dados,Superior (completo),Exatas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,55,4,,,,,,,,,
2022-03-03 16:42:12,2022-03-03 16:50:33,IP Address,100,501,True,R_3M4ZNayC7dkWuil,PT-BR,2022-03-03 16:50:34,Biologia,Pós graduação (incompleta),Biológicas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,28,3,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-02-24 17:07:16,2022-02-24 17:11:35,IP Address,50,258,False,R_3HAqEHsWP0ymMJe,PT-BR,2022-03-03 17:11:40,Psicologia,Pós graduação (completa),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,50,3,,,,,,,,,
2022-02-24 20:50:36,2022-02-24 20:50:49,IP Address,3,13,False,R_T5DeLaIOmMY66lP,PT-BR,2022-03-03 20:50:53,,,,,,,,,,,,,,,,
2022-02-25 07:04:11,2022-02-25 07:35:19,IP Address,70,1867,False,R_3J7Tweh1N9Y2s8I,PT-BR,2022-03-04 07:35:21,"Psicologia ",Pós graduação (completa),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",,43,3,,,,,,,,,1 ano
2022-02-26 05:05:49,2022-02-26 05:11:37,IP Address,57,347,False,R_3k6CS4TI4NJkLvH,PT-BR,2022-03-05 05:11:45,"Psicologia ",Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,4,,,,,,,,,
2022-02-26 09:24:25,2022-02-26 09:24:55,IP Address,7,30,False,R_3EG4J2kFzUj3Uuu,PT-BR,2022-03-05 09:24:58,,,,,,,,,,,,,,,,
2022-02-26 21:35:16,2022-02-26 21:35:35,IP Address,3,18,False,R_2Sc9qOzApC9inpQ,PT-BR,2022-03-05 21:35:40,,,,,,,,,,,,,,,,
2022-02-28 08:36:00,2022-02-28 08:57:15,IP Address,23,1274,False,R_1ooKvDD4ALNOyyt,PT-BR,2022-03-07 09:18:54,,Ensino Médio (incompleto),,,,40,,,,,,,,,,
2022-03-02 09:43:49,2022-03-02 09:47:51,IP Address,57,242,False,R_xnj3kUV1jQ1u4et,PT-BR,2022-03-09 09:47:55,Fisioterapia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,21,4,,,,,,,,,
2022-03-03 12:17:34,2022-03-03 12:17:58,IP Address,7,23,False,R_1rj2YziydhJ6gBV,PT-BR,2022-03-10 12:18:02,,,,,,,,,,,,,,,,
2022-03-11 16:00:57,2022-03-11 16:13:49,IP Address,100,771,True,R_3fiyacv3koROn9a,PT-BR,2022-03-11 16:13:49,Ciência da Informação,Pós graduação (completa),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,37,1,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Mais suscetível,Menos suscetível,,,Permaneceu o mesmo,Não sei
2022-03-07 12:28:42,2022-03-07 12:31:23,IP Address,53,160,False,R_2e4QjWGHAB9a8CK,PT-BR,2022-03-14 13:31:26,Economia,Ensino Médio (completo),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,20,3,,,,,,,,,
2022-03-07 13:50:37,2022-03-07 13:55:39,IP Address,57,302,False,R_3Rz6yYSYvkExhDA,PT-BR,2022-03-14 14:55:43,Administração,Pós graduação (incompleta),Exatas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",,32,1,,,,,,,,,
2022-03-08 06:26:38,2022-03-08 06:28:01,IP Address,23,83,False,R_1flwonQovl1vGqQ,PT-BR,2022-03-15 07:28:03,,Pós graduação (incompleta),,,,32,,,,,,,,,,
2022-03-16 12:21:30,2022-03-16 12:26:39,IP Address,100,309,True,R_2xY8ScIWGRdzA46,PT-BR,2022-03-16 12:26:40,medicina,Superior (incompleto),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,23,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Mais suscetível,Aumentou,1 ano
2022-03-16 12:25:36,2022-03-16 12:37:42,IP Address,100,726,True,R_3DirREUdx0kGlnc,PT-BR,2022-03-16 12:37:43,"Psicologia ",Superior (incompleto),Biológicas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,22,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Igual,Menos suscetível,,,Permaneceu o mesmo,1 ano
